Accession,Source Database,Name,Tax ID,Tax Name,Length
P23812,reviewed,Homeobox protein Hox-D12,10090,Mus musculus,268
P23813,reviewed,Homeobox protein Hox-D11,10090,Mus musculus,323
P23818,reviewed,Glutamate receptor 1,10090,Mus musculus,907
P23819,reviewed,Glutamate receptor 2,10090,Mus musculus,883
P23881,reviewed,Transcription elongation factor A protein 3,10090,Mus musculus,347
P23906,reviewed,Interferon regulatory factor 2,10090,Mus musculus,349
P23927,reviewed,Alpha-crystallin B chain,10090,Mus musculus,175
P23949,reviewed,mRNA decay activator protein ZFP36L2,10090,Mus musculus,484
P23950,reviewed,mRNA decay activator protein ZFP36L1,10090,Mus musculus,338
P23953,reviewed,Carboxylesterase 1C,10090,Mus musculus,554
P23979,reviewed,5-hydroxytryptamine receptor 3A,10090,Mus musculus,489
P24063,reviewed,Integrin alpha-L,10090,Mus musculus,1162
P24161,reviewed,T-cell surface glycoprotein CD3 zeta chain,10090,Mus musculus,164
P24270,reviewed,Catalase,10090,Mus musculus,527
P24288,reviewed,"Branched-chain-amino-acid aminotransferase, cytosolic",10090,Mus musculus,386
P24369,reviewed,Peptidyl-prolyl cis-trans isomerase B,10090,Mus musculus,216
P24383,reviewed,Protein Wnt-7a,10090,Mus musculus,349
P24399,reviewed,Zinc finger protein 239,10090,Mus musculus,201
P24452,reviewed,Macrophage-capping protein,10090,Mus musculus,352
P24456,reviewed,Cytochrome P450 2D10,10090,Mus musculus,504
P24457,reviewed,Cytochrome P450 2D11,10090,Mus musculus,504
P24472,reviewed,Glutathione S-transferase A4,10090,Mus musculus,222
P24526,reviewed,Myelin P2 protein,10090,Mus musculus,132
P24527,reviewed,Leukotriene A-4 hydrolase,10090,Mus musculus,611
P24529,reviewed,Tyrosine 3-monooxygenase,10090,Mus musculus,498
P24547,reviewed,Inosine-5'-monophosphate dehydrogenase 2,10090,Mus musculus,514
P24549,reviewed,Aldehyde dehydrogenase 1A1,10090,Mus musculus,501
P24604,reviewed,Tyrosine-protein kinase Tec,10090,Mus musculus,630
P24610,reviewed,Paired box protein Pax-3,10090,Mus musculus,479
P24622,reviewed,Alpha-crystallin A chain,10090,Mus musculus,196
P24638,reviewed,Lysosomal acid phosphatase,10090,Mus musculus,423
P24668,reviewed,Cation-dependent mannose-6-phosphate receptor,10090,Mus musculus,278
P24699,reviewed,Myogenic factor 5,10090,Mus musculus,255
P24721,reviewed,Asialoglycoprotein receptor 2,10090,Mus musculus,301
P24788,reviewed,Cyclin-dependent kinase 11B,10090,Mus musculus,784
P24807,reviewed,Signal transducer CD24,10090,Mus musculus,76
P24815,reviewed,3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 1,10090,Mus musculus,373
P24822,reviewed,Intestinal-type alkaline phosphatase,10090,Mus musculus,559
P24823,reviewed,"Alkaline phosphatase, germ cell type",10090,Mus musculus,529
P24860,reviewed,G2/mitotic-specific cyclin-B1,10090,Mus musculus,430
P25085,reviewed,Interleukin-1 receptor antagonist protein,10090,Mus musculus,178
P25118,reviewed,Tumor necrosis factor receptor superfamily member 1A,10090,Mus musculus,454
P25119,reviewed,Tumor necrosis factor receptor superfamily member 1B,10090,Mus musculus,474
P25206,reviewed,DNA replication licensing factor MCM3,10090,Mus musculus,812
P25233,reviewed,Necdin,10090,Mus musculus,325
P25318,reviewed,Collagen alpha-2(VIII) chain,10090,Mus musculus,699
P25322,reviewed,G1/S-specific cyclin-D1,10090,Mus musculus,295
P25425,reviewed,"POU domain, class 2, transcription factor 1",10090,Mus musculus,770
P25444,reviewed,Small ribosomal subunit protein uS5,10090,Mus musculus,293
P25446,reviewed,Tumor necrosis factor receptor superfamily member 6,10090,Mus musculus,327
P25688,reviewed,Uricase,10090,Mus musculus,303
P25785,reviewed,Metalloproteinase inhibitor 2,10090,Mus musculus,220
P25799,reviewed,Nuclear factor NF-kappa-B p105 subunit,10090,Mus musculus,971
P25801,reviewed,Rhombotin-2,10090,Mus musculus,158
P25911,reviewed,Tyrosine-protein kinase Lyn,10090,Mus musculus,512
P25916,reviewed,Polycomb complex protein BMI-1,10090,Mus musculus,324
P25918,reviewed,B-lymphocyte antigen CD19,10090,Mus musculus,547
P25962,reviewed,Beta-3 adrenergic receptor,10090,Mus musculus,400
P25976,reviewed,Nucleolar transcription factor 1,10090,Mus musculus,765
P26011,reviewed,Integrin beta-7,10090,Mus musculus,806
P26039,reviewed,Talin-1,10090,Mus musculus,2541
P26040,reviewed,Ezrin,10090,Mus musculus,586
P26041,reviewed,Moesin,10090,Mus musculus,577
P26043,reviewed,Radixin,10090,Mus musculus,583
P26048,reviewed,Gamma-aminobutyric acid receptor subunit alpha-2,10090,Mus musculus,451
P26049,reviewed,Gamma-aminobutyric acid receptor subunit alpha-3,10090,Mus musculus,492
P26149,reviewed,3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 2,10090,Mus musculus,373
P26150,reviewed,3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 3,10090,Mus musculus,373
P26151,reviewed,High affinity immunoglobulin gamma Fc receptor I,10090,Mus musculus,404
P26187,reviewed,Methylated-DNA--protein-cysteine methyltransferase,10090,Mus musculus,211
P26231,reviewed,Catenin alpha-1,10090,Mus musculus,906
P26262,reviewed,Plasma kallikrein,10090,Mus musculus,638
P26323,reviewed,Friend leukemia integration 1 transcription factor,10090,Mus musculus,452
P26339,reviewed,Chromogranin-A,10090,Mus musculus,463
P26350,reviewed,Prothymosin alpha,10090,Mus musculus,111
P26361,reviewed,Cystic fibrosis transmembrane conductance regulator,10090,Mus musculus,1476
P26369,reviewed,Splicing factor U2AF 65 kDa subunit,10090,Mus musculus,475
P26443,reviewed,"Glutamate dehydrogenase 1, mitochondrial",10090,Mus musculus,558
P26450,reviewed,Phosphatidylinositol 3-kinase regulatory subunit alpha,10090,Mus musculus,724
P26516,reviewed,26S proteasome non-ATPase regulatory subunit 7,10090,Mus musculus,321
P26618,reviewed,Platelet-derived growth factor receptor alpha,10090,Mus musculus,1089
P26638,reviewed,"Serine--tRNA ligase, cytoplasmic",10090,Mus musculus,512
P26645,reviewed,Myristoylated alanine-rich C-kinase substrate,10090,Mus musculus,309
P26687,reviewed,Twist-related protein 1,10090,Mus musculus,206
P26883,reviewed,Peptidyl-prolyl cis-trans isomerase FKBP1A,10090,Mus musculus,108
P26928,reviewed,Hepatocyte growth factor-like protein,10090,Mus musculus,716
P26952,reviewed,Interleukin-3 receptor subunit alpha,10090,Mus musculus,396
P26954,reviewed,Interleukin-3 receptor class 2 subunit beta,10090,Mus musculus,878
P26955,reviewed,Cytokine receptor common subunit beta,10090,Mus musculus,896
P27005,reviewed,Protein S100-A8,10090,Mus musculus,89
P27038,reviewed,Activin receptor type-2A,10090,Mus musculus,513
P27040,reviewed,Activin receptor type-2B,10090,Mus musculus,536
P27046,reviewed,Alpha-mannosidase 2,10090,Mus musculus,1150
P27048,reviewed,Small nuclear ribonucleoprotein-associated protein B,10090,Mus musculus,231
P27090,reviewed,Transforming growth factor beta-2 proprotein,10090,Mus musculus,414
P27106,reviewed,Muellerian-inhibiting factor,10090,Mus musculus,554
P27467,reviewed,Protein Wnt-3a,10090,Mus musculus,352
P27512,reviewed,Tumor necrosis factor receptor superfamily member 5,10090,Mus musculus,289
P27545,reviewed,Ceramide synthase 1,10090,Mus musculus,350
P27546,reviewed,Microtubule-associated protein 4,10090,Mus musculus,1125
P27548,reviewed,CD40 ligand,10090,Mus musculus,260
P27573,reviewed,Myelin protein P0,10090,Mus musculus,248
P27577,reviewed,Protein C-ets-1,10090,Mus musculus,440
P27600,reviewed,Guanine nucleotide-binding protein subunit alpha-12,10090,Mus musculus,379
P27601,reviewed,Guanine nucleotide-binding protein subunit alpha-13,10090,Mus musculus,377
P27612,reviewed,Phospholipase A-2-activating protein,10090,Mus musculus,794
P27641,reviewed,X-ray repair cross-complementing protein 5,10090,Mus musculus,732
P27656,reviewed,Hepatic triacylglycerol lipase,10090,Mus musculus,510
P27659,reviewed,Large ribosomal subunit protein uL3,10090,Mus musculus,403
P27661,reviewed,Histone H2AX,10090,Mus musculus,143
P27664,reviewed,"Rod cGMP-specific 3',5'-cyclic phosphodiesterase subunit alpha",10090,Mus musculus,859
P27671,reviewed,Ras-specific guanine nucleotide-releasing factor 1,10090,Mus musculus,1262
P27681,reviewed,Gamma-aminobutyric acid receptor subunit gamma-3,10090,Mus musculus,467
P27699,reviewed,cAMP-responsive element modulator,10090,Mus musculus,357
P27773,reviewed,Protein disulfide-isomerase A3,10090,Mus musculus,505
P27782,reviewed,Lymphoid enhancer-binding factor 1,10090,Mus musculus,397
P27784,reviewed,C-C motif chemokine 6,10090,Mus musculus,116
P27786,reviewed,"Steroid 17-alpha-hydroxylase/17,20 lyase",10090,Mus musculus,507
P27790,reviewed,Major centromere autoantigen B,10090,Mus musculus,599
P27792,reviewed,Protein lyl-1,10090,Mus musculus,278
P27808,reviewed,"Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase",10090,Mus musculus,447
P27811,reviewed,Killer cell lectin-like receptor subfamily B member 1A,10090,Mus musculus,227
P27812,reviewed,Killer cell lectin-like receptor subfamily B member 1B allele A,10090,Mus musculus,223
P27814,reviewed,Killer cell lectin-like receptor subfamily B member 1C,10090,Mus musculus,223
P27870,reviewed,Proto-oncogene vav,10090,Mus musculus,845
P27889,reviewed,Hepatocyte nuclear factor 1-beta,10090,Mus musculus,558
P27931,reviewed,Interleukin-1 receptor type 2,10090,Mus musculus,410
P28028,reviewed,Serine/threonine-protein kinase B-raf,10090,Mus musculus,751
P28033,reviewed,CCAAT/enhancer-binding protein beta,10090,Mus musculus,296
P28047,reviewed,Protein Wnt-7b,10090,Mus musculus,349
P28063,reviewed,Proteasome subunit beta type-8,10090,Mus musculus,276
P28076,reviewed,Proteasome subunit beta type-9,10090,Mus musculus,219
P28078,reviewed,"Class II histocompatibility antigen, M alpha chain",10090,Mus musculus,261
P28184,reviewed,Metallothionein-3,10090,Mus musculus,68
P28229,reviewed,Gap junction gamma-1 protein,10090,Mus musculus,396
P28230,reviewed,Gap junction beta-1 protein,10090,Mus musculus,283
P28231,reviewed,Gap junction beta-3 protein,10090,Mus musculus,270
P28235,reviewed,Gap junction alpha-4 protein,10090,Mus musculus,333
P28236,reviewed,Gap junction alpha-8 protein,10090,Mus musculus,440
P28271,reviewed,Cytoplasmic aconitate hydratase,10090,Mus musculus,889
P28293,reviewed,Cathepsin G,10090,Mus musculus,261
P28301,reviewed,Protein-lysine 6-oxidase,10090,Mus musculus,411
P28309,reviewed,Alpha-defensin 2,10090,Mus musculus,93
P28310,reviewed,Alpha-defensin 3,10090,Mus musculus,93
P28311,reviewed,Defensin alpha 4,10090,Mus musculus,92
P28312,reviewed,Alpha-defensin 5,10090,Mus musculus,93
P28322,reviewed,ETS translocation variant 4,10090,Mus musculus,485
P28334,reviewed,5-hydroxytryptamine receptor 1B,10090,Mus musculus,386
P28352,reviewed,DNA-(apurinic or apyrimidinic site) endonuclease,10090,Mus musculus,317
P28357,reviewed,Homeobox protein Hox-D9,10090,Mus musculus,339
P28359,reviewed,Homeobox protein Hox-D10,10090,Mus musculus,340
P28474,reviewed,Alcohol dehydrogenase class-3,10090,Mus musculus,374
P28481,reviewed,Collagen alpha-1(II) chain,10090,Mus musculus,1487
P28563,reviewed,Dual specificity protein phosphatase 1,10090,Mus musculus,367
P28571,reviewed,Sodium- and chloride-dependent glycine transporter 1,10090,Mus musculus,692
P28574,reviewed,Protein max,10090,Mus musculus,160
P28575,reviewed,Actin-binding protein IPP,10090,Mus musculus,584
P28649,reviewed,Aromatase,10090,Mus musculus,503
P28650,reviewed,Adenylosuccinate synthetase isozyme 1,10090,Mus musculus,457
P28651,reviewed,Carbonic anhydrase-related protein,10090,Mus musculus,291
P28652,reviewed,Calcium/calmodulin-dependent protein kinase type II subunit beta,10090,Mus musculus,542
P28653,reviewed,Biglycan,10090,Mus musculus,369
P28654,reviewed,Decorin,10090,Mus musculus,354
P28656,reviewed,Nucleosome assembly protein 1-like 1,10090,Mus musculus,391
P28658,reviewed,Ataxin-10,10090,Mus musculus,475
P28659,reviewed,CUGBP Elav-like family member 1,10090,Mus musculus,486
P28660,reviewed,Nck-associated protein 1,10090,Mus musculus,1128
P28661,reviewed,Septin-4,10090,Mus musculus,478
P28662,reviewed,Membrane protein BRI3,10090,Mus musculus,125
P28663,reviewed,Beta-soluble NSF attachment protein,10090,Mus musculus,298
P28665,reviewed,Murinoglobulin-1,10090,Mus musculus,1476
P28666,reviewed,Murinoglobulin-2,10090,Mus musculus,1451
P28667,reviewed,MARCKS-related protein,10090,Mus musculus,200
P28700,reviewed,Retinoic acid receptor RXR-alpha,10090,Mus musculus,467
P28704,reviewed,Retinoic acid receptor RXR-beta,10090,Mus musculus,520
P28705,reviewed,Retinoic acid receptor RXR-gamma,10090,Mus musculus,463
P28738,reviewed,Kinesin heavy chain isoform 5C,10090,Mus musculus,956
P28740,reviewed,Kinesin-like protein KIF2A,10090,Mus musculus,705
P28741,reviewed,Kinesin-like protein KIF3A,10090,Mus musculus,701
P28776,reviewed,"Indoleamine 2,3-dioxygenase 1",10090,Mus musculus,407
P28798,reviewed,Progranulin,10090,Mus musculus,589
P28825,reviewed,Meprin A subunit alpha,10090,Mus musculus,747
P28828,reviewed,Receptor-type tyrosine-protein phosphatase mu,10090,Mus musculus,1452
P28843,reviewed,Dipeptidyl peptidase 4,10090,Mus musculus,760
P28862,reviewed,Stromelysin-1,10090,Mus musculus,477
P28867,reviewed,Protein kinase C delta type,10090,Mus musculus,674
P29037,reviewed,TATA-box-binding protein,10090,Mus musculus,316
P29121,reviewed,Proprotein convertase subtilisin/kexin type 4,10090,Mus musculus,655
P29268,reviewed,CCN family member 2,10090,Mus musculus,348
P29319,reviewed,Ephrin type-A receptor 3,10090,Mus musculus,983
P29341,reviewed,Polyadenylate-binding protein 1,10090,Mus musculus,636
P29351,reviewed,Tyrosine-protein phosphatase non-receptor type 6,10090,Mus musculus,595
P29352,reviewed,Tyrosine-protein phosphatase non-receptor type 22,10090,Mus musculus,802
P29387,reviewed,Guanine nucleotide-binding protein subunit beta-4,10090,Mus musculus,340
P29391,reviewed,Ferritin light chain 1,10090,Mus musculus,183
P29416,reviewed,Beta-hexosaminidase subunit alpha,10090,Mus musculus,528
P29452,reviewed,Caspase-1,10090,Mus musculus,402
P29477,reviewed,"Nitric oxide synthase, inducible",10090,Mus musculus,1144
P29533,reviewed,Vascular cell adhesion protein 1,10090,Mus musculus,739
P29594,reviewed,Caspase-2,10090,Mus musculus,452
P29595,reviewed,NEDD8,10090,Mus musculus,81
P29621,reviewed,Serine protease inhibitor A3C,10090,Mus musculus,417
P29699,reviewed,Alpha-2-HS-glycoprotein,10090,Mus musculus,345
P29752,reviewed,Alpha-lactalbumin,10090,Mus musculus,143
P29754,reviewed,Type-1 angiotensin II receptor A,10090,Mus musculus,359
P29755,reviewed,Type-1 angiotensin II receptor B,10090,Mus musculus,359
P29758,reviewed,"Ornithine aminotransferase, mitochondrial",10090,Mus musculus,439
P29788,reviewed,Vitronectin,10090,Mus musculus,478
P29812,reviewed,L-dopachrome tautomerase,10090,Mus musculus,517
P29974,reviewed,cGMP-gated cation channel alpha-1,10090,Mus musculus,684
P30051,reviewed,Transcriptional enhancer factor TEF-1,10090,Mus musculus,426
P30115,reviewed,Glutathione S-transferase A3,10090,Mus musculus,221
P30204,reviewed,Macrophage scavenger receptor types I and II,10090,Mus musculus,458
P30275,reviewed,"Creatine kinase U-type, mitochondrial",10090,Mus musculus,418
P30276,reviewed,G2/mitotic-specific cyclin-B2,10090,Mus musculus,398
P30280,reviewed,G1/S-specific cyclin-D2,10090,Mus musculus,289
P30282,reviewed,G1/S-specific cyclin-D3,10090,Mus musculus,292
P30285,reviewed,Cyclin-dependent kinase 4,10090,Mus musculus,303
P30306,reviewed,M-phase inducer phosphatase 2,10090,Mus musculus,576
P30355,reviewed,Arachidonate 5-lipoxygenase-activating protein,10090,Mus musculus,161
P30412,reviewed,Peptidyl-prolyl cis-trans isomerase C,10090,Mus musculus,212
P30415,reviewed,NK-tumor recognition protein,10090,Mus musculus,1453
P30416,reviewed,Peptidyl-prolyl cis-trans isomerase FKBP4,10090,Mus musculus,458
P30545,reviewed,Alpha-2B adrenergic receptor,10090,Mus musculus,453
P30548,reviewed,Substance-P receptor,10090,Mus musculus,407
P30549,reviewed,Substance-K receptor,10090,Mus musculus,384
P30554,reviewed,Proto-oncogene Mas,10090,Mus musculus,324
P30557,reviewed,Prostaglandin E2 receptor EP3 subtype,10090,Mus musculus,365
P30558,reviewed,Proteinase-activated receptor 1,10090,Mus musculus,430
P30561,reviewed,Aryl hydrocarbon receptor,10090,Mus musculus,848
P30658,reviewed,Chromobox protein homolog 2,10090,Mus musculus,519
P30677,reviewed,Guanine nucleotide-binding protein subunit alpha-14,10090,Mus musculus,355
P30678,reviewed,Guanine nucleotide-binding protein subunit alpha-15,10090,Mus musculus,374
P30681,reviewed,High mobility group protein B2,10090,Mus musculus,210
P30728,reviewed,D(3) dopamine receptor,10090,Mus musculus,446
P30730,reviewed,Lutropin-choriogonadotropic hormone receptor,10090,Mus musculus,700
P30731,reviewed,G-protein coupled receptor 83,10090,Mus musculus,423
P30873,reviewed,Somatostatin receptor type 1,10090,Mus musculus,391
P30875,reviewed,Somatostatin receptor type 2,10090,Mus musculus,369
P30882,reviewed,C-C motif chemokine 5,10090,Mus musculus,91
P30933,reviewed,Seminal vesicle secretory protein 5,10090,Mus musculus,122
P30935,reviewed,Somatostatin receptor type 3,10090,Mus musculus,428
P30966,reviewed,5-hydroxytryptamine receptor 5A,10090,Mus musculus,357
P30987,reviewed,Thromboxane A2 receptor,10090,Mus musculus,341
P30993,reviewed,C5a anaphylatoxin chemotactic receptor 1,10090,Mus musculus,351
P30999,reviewed,Catenin delta-1,10090,Mus musculus,938
P31001,reviewed,Desmin,10090,Mus musculus,469
P31041,reviewed,T-cell-specific surface glycoprotein CD28,10090,Mus musculus,218
